siteName,X,Y
Kämppä,394140.106549457,6839550.3093739
Kämppä,327498.570005392,6731411.87063943
Savusauna,327485.830175955,6731445.03388915
Asuinrakennus,462725.534919544,6876611.09575833
Talousrakennus,462756.10226435,6876612.77541644
Aitta,462746.899902115,6876597.36855247
Riihi,462829.490278584,6876655.81665553
Kämppä,385382.096372572,7017571.65364566
Ruukinkartanon nuorempi päärakennus (Insinöörintalo),278325.70617715,6688468.56162541
Vanhempi päärakennus (Patruuna),278323.537520101,6688413.90275107
Viljamakasiini,278326.580236646,6688387.44813583
"Sepän asunto, purettu",278347.532927002,6688313.95309553
Työväenasuintalo (Patotalo),278375.008080196,6688351.79539284
Työväenasuintalo (Kjällman/Laakso),278117.275970881,6688510.033184
Pato,278399.514729444,6688362.93312579
Kämppä,283173.586463951,6907527.90273195
Korsatupa,414684.751300541,7585985.69461641
Asuinrakennus,330468.756104179,6728211.53205906
Aitta,330445.222464558,6728200.63427728
Karjarakennus,330430.685041065,6728176.53918176
Kalustovaja,330433.051598378,6728164.20169302
Talli,330443.672245831,6728168.29086068
Vanha sauna,330517.926073716,6728137.84705743
Puuvaja,330476.218593267,6728244.79528843
Riihi,330436.325198563,6728306.4927301
Varasto,330420.336506473,6728300.41396741
Koirankoppi,330442.402385809,6728206.17314985
Asuinrakennus,221195.676815893,6688858.99215441
Paja,221165.274387973,6688882.36739645
Nuottavaja,221224.100241181,6688989.06567832
Vilja-aitta,221179.630402893,6689010.28135993
Parakki (nyk. asuinrakennus),221159.263167482,6689039.85534024
Metsänvartijan torppa,349359.977140412,7486216.23240104
Navetta,349379.272416064,7486210.71352439
Aitta,349366.375915585,7486235.4084978
Puoti,349383.312879769,7486231.37931793
Sauna,349328.040985453,7486204.93470066
Lampola,349342.974209473,7486243.88677207
Lato,349400.216860576,7486230.08958045
Keisarinmaja,353726.728904231,7368068.231084
Kioski,353780.211450334,7368072.01031475
Tanssilava,353749.693580595,7368163.11177131
Sauna,394200.482621393,6839524.11470575
Talli,394154.396597622,6839583.83255036
Käpykaristamo,394123.062389298,6839574.56443685
Kämppä,710560.388209694,7001932.43696285
Talli,710504.497877056,7001901.83319216
Kauppa- ja varastorakennus,710555.16034441,7001962.57082919
Sauna,710591.912072438,7001939.36555255
"Korjaamorakennus, ent. valjaskuivaamo",710489.1111316,7001936.43614883
Käymälä,710607.224605295,7001955.59224966
Kaivo,710575.288450337,7001955.89218861
Asuinrakennus,390757.009797549,6843672.13038919
Savusauna,390734.201792227,6843697.31526288
Jyväaitta,390784.64986763,6843677.81923124
Jyväaitta,390785.927973495,6843686.10754418
Vierastupa,390765.362837821,6843657.65333595
Silpuslato,390701.333856863,6843684.14794305
Kämppä,370967.016470589,7278923.01633388
Kämppä,625113.008101237,7057760.60330153
Talli,625152.480957882,7057745.34640703
Sauna,625078.77135572,7057768.90161243
Pesutupa,493731.830754128,6705976.90785233
Hevostalli ja varastovaja,493798.127342268,6705930.44730924
Vahtimestarin asuinrakennus,323666.289131305,6694865.53953912
Aitta,323707.270977456,6694852.55218265
Kämppä 2,526903.279154727,7480891.55622343
Iso Kämppä,527133.717519422,7481272.02877935
Pienempi riist aitta,521043.922377361,6798697.95475218
Puisto,218699.263946975,6732479.92324042
Asuinrakennus (Koivisto),225119.775166215,6713419.70289298
Vaja,225110.185249299,6713400.79674128
Konehalli,225092.093866913,6713410.77471029
Vilja-aitta,225103.794719969,6713429.71085589
Kasvihuoneet,225078.793320064,6713818.84164945
Venevaja 1,220792.677667615,6688398.36591355
Venevaja 2,220806.077164596,6688414.39265135
Ranta-aitta,220812.558398213,6688431.93907983
Verkkovaja,220863.459995052,6688421.46121257
Riihi,220981.631189658,6688539.72713988
Sauna,221007.556124124,6688397.62606414
Nordling (nyk. asuinrakennus),221215.32666285,6688411.39326187
Merivesilaboratorio,221271.258224709,6688856.79260212
Vaja,221251.418723333,6688863.49123864
Pesutupa,221231.867826508,6688852.84340597
Säätytalo puistoineen,386487.138458364,6672246.9534867
Observatorio,386312.227609158,6671212.36407437
"Uusi klinikka, Unioninkatu 33",386322.765798168,6672355.34142465
Koulutusrakennus,382119.273505565,6675090.48469417
"Valtion talo, Bulevardi 29",385266.613323207,6671362.30355462
Valtion talo Fabianinkatu 15,386234.254905495,6671550.23530166
Museorakennus,386110.567241055,6671348.01646272
Museorakennus,386040.304401809,6671347.366595
Ent. asuinkerrostalo Rikhardinkatu 2,386064.712100925,6671665.75178862
Kansallisarkisto,386412.175487869,6672300.92250146
Valtioneuvoston juhlahuoneisto,386238.245894134,6671782.12810056
Valtioneuvoston linna,386463.159543151,6672056.02235018
Vanha maneesi,386701.060396934,6672455.87096215
"Viikin kartano, päärakennus",389831.72711741,6678294.55251546
"Virastotalo, Eteläesplanadi 16",386083.314725657,6671785.12749004
"Virastotalo, Korkeavuorenkatu 21",386040.271418432,6671298.03663597
"Virastotalo, Mariankatu 23",386640.082378366,6672302.92209445
"Virastotalo, Snellmaninkatu 4-6",386439.172382094,6672178.97732305
"Virastotalo, Uudenmaankatu 1-5",385856.397336476,6671623.20044982
Kaartin lasaretti -korttelin nk. vanha päärakennus,385077.008379465,6671398.59616737
"Willebrandin talo, Hallituskatu 3",386555.11719874,6672123.99851383
Kaartin lasaretti -korttelin nk. uusi päärakennus,385037.024280474,6671457.29421955
Kaartin lasaretti -korttelin nk. sivurakennus,385043.736397731,6671373.61125298
Sairaalarakennus,387521.711558803,6671766.601261
Asuin- ja toimistorakennus,387309.950031438,6671879.43829335
Puisto,216818.048783447,6726074.47705041
Meijeri,216803.049592673,6726209.41958325
Varasto,216816.053289128,6726227.40592218
"Simanan tupa, isompi asuinrakennus",703081.390941557,6966093.01197385
Pienempi asuinrakennus,703091.384904844,6966066.02746646
Vilja-aitta,703069.393238106,6966078.0250244
Sauna,703054.402293176,6966118.0068862
Navetta,703055.400040336,6966093.01197385
Lato,703036.409860922,6966106.00932827
Puisto,250334.701209653,6705062.08406205
Kiistalan Sammun kämppä,443101.37376722,7560818.86725112
Hanhimaan kämppä,443164.339034264,7560864.84789189
Könkäänkylän kämppä,443119.35795363,7560764.88823839
Puljulaisten kämppä,443199.334397456,7560779.8851858
Metsänvartijan asunto,493764.443068319,6705939.90538407
Sauna,493710.886309616,6705987.25574604
Aitta,493744.669533697,6705970.62913034
Saunan talousrakennus,379246.652236488,7176628.45809449
Traktoritalli,379177.34591518,7176720.77930277
Vene- ja vaunuvaja,379155.057398048,7176740.39530999
Ateneum,385924.334847631,6672122.43883129
Cygnaeuksen galleria,386724.058056676,6670785.54095298
E-rakennus,385318.611617337,6672420.87808485
Marmoripalatsi,386531.097054306,6670874.87276975
A-rakennus,386287.226209252,6672275.93758707
Museorakennus,385249.635129801,6672695.762133
Konservointilaitos,385182.670628274,6672805.71975144
Desinfiointilaitos,385193.513913523,6672683.17469514
Aleksanterin teatteri (vanha osa),385305.624412571,6671409.28399189
"Kasvimuseo (ent. laitosrakennus, ent. päärakennus)",386152.332442414,6672697.18184402
"Kasvihuone B, ent. Palmuhuone, nyk. iso kasvihuone",386035.629008093,6672711.69888912
"Jean Wiik, ent. hallintorakennus",386035.736204069,6672788.58323953
Kemian laitos (nyk. virastotalo),386488.152697212,6672119.00952932
Päärakennus Villa Bjälbo,383855.196892598,6673811.30506747
Kirkkopuistikon tyttökoulu,385778.424632813,6671643.00641837
Korkeimman oikeuden talo (Pohjoisesplanadi),386555.11719874,6671901.09388542
Virastotalo,386568.11264935,6671994.04496549
Päärakennus,387478.758955865,6671862.10182214
"Pihlflycktin talo, Hallituskatu 3",386557.120938904,6672144.99424021
Presidentin linna,386598.111030899,6671921.07981734
Päävartio ja presidentin linnan talousrakennus,386666.073279587,6671965.09085902
Kruunuhaan keskikoulu (nyk. HY:n luentotiloina),386646.077107169,6672166.97976512
Rahapaja,386769.327741861,6671836.42704816
Rautatieasema,385784.427607461,6672240.95470773
Ruotsalainen tyttölyseo,385592.505581472,6671524.23059485
Museorakennus,385259.645584777,6671309.31434043
Puurakennus,385222.283664272,6671262.22392554
Suomen Pankin rahamuseo (ent. Snellmaninkadun postitoimisto),386436.162648926,6672131.99688578
Arkisto,386410.17999355,6672791.72260052
Sotamuseo ja kirjasto,386823.667855771,6672656.13019996
Päärakennus,382610.692842228,6674401.05502558
Aittarivi,435038.108955647,6778839.30692235
Rantamaja,435076.089314475,6778816.32160094
Tallirivi,435075.091567315,6778790.32689209
"Kirjavarasto, entinen navetta",435085.085530602,6778734.33828841
Kahvilarakennus,435091.088505249,6778688.3676456
Matkailumaja,435107.077197339,6778620.39148195
Puuliiteri,435061.098369545,6778849.30488729
Uimahuone,435113.071926142,6778741.33686387
Ulkohuone,435047.105171774,6778813.32221146
Sauna,435145.06580201,6778574.41084118
Englantilainen puisto rakennelmineen,434826.199003085,6778530.42979339
Kellari,355723.006579064,6778729.98917366
Opistorakennus,355784.982344793,6778632.01911518
Asuinrakennus Kotila,355789.971080592,6778686.00812587
Oppilasasuntola Toimela,355845.960363362,6778675.01036443
Henkilökunnan asuinrakennus Marjala,355825.964190944,6778617.02216776
Puutarhurin asuinrakennus Hoitola,355798.909575809,6778534.82889797
Rantala,355714.010362937,6778437.09879064
"Lehtorin asuinrakennus, Johtola",355751.157891491,6778433.93943372
Tuulimylly,355729.999055027,6778755.97388454
Puisto rakennelmineen,355747.991487281,6778612.02318529
Lääninhallitus,362885.478868056,6765123.49873532
Seminaarirakennus,362084.807386917,6765158.50161058
Näkötorni,363259.023860508,6767916.36025646
Puistonvartijan asunto,363224.03674316,6767885.3765631
Onnen temppeli,362097.497741289,6768327.1966319
Ruusulaakso,362904.163951231,6768061.3107522
Graniittilinna,362156.472019693,6767914.36066347
Selliosasto,362616.070643218,6765774.62620021
Ojennuslaitos,362570.413403351,6765825.01594352
Maanmittauskonttori,362721.031995262,6765340.9344769
Vanha koulurakennus,423245.512636023,7113829.53063401
Hallintorakennus,535048.111858075,7122858.24286583
Musiikkitalo (nyk. kirjastotalo),535019.276140573,7122780.38871281
Sauna,434020.481065237,7206804.84577831
"Entinen Oulun lyseo, nykyinen Oulun yliopiston arkkitehtiosasto",427750.3822918,7210910.52008021
Ulkorakennus PURETTU,427794.365625274,7210900.52211527
Piharakennus ja portti,427729.404863911,7210470.69960439
Uimalaituri ja uimahuone,398106.926619077,6786008.24770524
Taimitarhan vaja,398577.747836689,6785668.39688089
Oppilasasuntola Saarela,398544.747967816,6786073.23447738
Työhuone,398480.768461924,6786067.23569841
Toimistorakennus,399748.3938597,6788241.45314276
Vanha opisto,324351.873363605,6746918.2843539
Ruokalarakennus,324338.976863126,6746976.93241625
Karjanhoitokoulu,324452.381959729,6747037.79002886
Vanha konttori,324306.719120241,6746894.45920344
Vanhala,324291.794142065,6746955.60675703
Pitkälä,324233.026009767,6746896.06887579
Heikkilä,324170.951293907,6746946.10869033
Eläinlääkärin asuinrakennus,324531.476098216,6747009.58576976
"Nokkamäki, metsänhoitajan asuinrakennus",323551.086440646,6746732.69213066
Koneopettajan asuinrakennus,324364.5307346,6747038.12995967
Korjausverstas,324381.970695286,6746995.69859645
Nokkamäen talousrakennus,323586.06531215,6746762.68602549
Museorakennus,324347.536049506,6746812.77582985
Vanha museo,324307.667392335,6747090.10937941
Koulutilan päärakennus,324223.815401689,6746972.60329743
Renkitupa,324180.607177578,6747128.65153427
Puutarhurin asuinrakennus,324151.895147739,6746969.82386318
Koulutilan talli,324172.616954455,6747021.08342944
Koulutilan navetta,324197.824500468,6747081.56111939
Piha-aitta,324200.710545972,6747025.68249332
Vilja-aitta (nyk. panimo-ravintola),324283.449347637,6747026.51232441
Sairaalarakennus,328795.62482146,6821957.49034118
Talousrakennus,328899.571934655,6821982.67521488
Eristysosasto,328909.772044049,6821923.50725834
Sauna- ja asuinrakennus,328940.562026651,6821938.30424646
Koulurakennus,326915.382667559,6822401.31000298
Päärakennus,298417.175817416,6746579.6432833
Viljamakasiini,298442.177217322,6746563.6465394
Talli I,298655.530192636,6746550.71917072
Talli II,298745.492353905,6746532.44289081
Ratsumaneesi,298945.973566273,6746551.64898146
Päärakennus,435021.106024709,6778813.31221349
Päärakennus (nyk. museo),435003.113592455,6778838.30712585
Miehistökasarmi,362466.35909418,6766066.0968722
Leipomo,362503.341705848,6766049.11032976
Varasto,362526.331119745,6766055.10910873
Hevostalli,362512.32967613,6766008.12867146
Paja,362528.978035764,6765975.58529557
Vaja,362567.312965896,6765974.13559065
Sähkömuuntaja,362479.346298947,6765948.15087976
Vaja,362569.052839043,6765991.25210664
Rehbinderin huvila (nyk. kansliarakennus),364428.259844144,6761630.81966001
Museorakennus Pakarila,364390.601073245,6761632.10939749
Koulu- ja ruokailurakennus Kuusistola,364351.886834275,6761617.49237274
Oppilasasuntola Taimela,364297.266361659,6761568.31238319
Koulurakennus,364260.423929344,6761483.84957535
Oppilasasuntola Metsätalo,364310.07215785,6761521.16198051
Jyväaitta (nyk. museoaitta),364337.011331165,6761573.00142874
Päärakennus,308604.091860663,6746523.70466945
Päärakennuksen vaja,308554.122044229,6746549.68938033
Talli ja maneesi (nyk. talouskeskus),308548.110823737,6746629.67309988
Tapulimakasiini,308595.326528176,6746644.36011038
"Koetalo, Työteho",308618.085058433,6746746.61929582
Vanha viljamakasiini,308562.945097626,6746727.94309731
Impilinna,308635.384839766,6746659.58701099
Murula (nyk. asuinrakennus),308663.074384912,6746673.65414767
"Navetta, nykyinen tietotalo",308744.03208421,6746637.66147387
Lantala,308795.007893647,6746656.65760726
Navetta,308735.035868083,6746714.63580597
Autotalli,308685.057805805,6746759.61665025
Pappilamuseo,308097.302270232,6745684.04557962
Johtajan asuinrakennus Nirppa,309088.8980302,6746437.74216687
Oppilasrakennus Impivaara,357171.496325628,6859932.42065427
Oppilasrakennus Impilinna,357200.686614436,6859994.18808169
Kaislaranta (nyk. asuinrakennus),357154.732524174,6859817.84397602
Tutkijoiden asuntola Tapiola,357105.35640853,6860199.38631419
Pilvilinna (nyk. asuinrakennus),357169.575043907,6860154.12552689
Ruokalarakennus,357129.096194258,6859939.93912391
Varasto,357145.340507521,6859976.27172851
Työkaluvarasto,357182.59523205,6859969.88302891
Kellotapuli,357152.069116467,6859957.33558291
Puisto,357157.06609811,6860116.27323161
Johtajan asuinrakennus,398203.889502154,6786028.24363513
Asuinrakennus Niemi,398092.933421307,6786076.23386686
Ruokala,398299.85463807,6785999.25953476
Posti,398322.844051967,6785682.38403385
Opiston ensimmäinen johtajan mökki,398325.845539291,6785778.35449934
Asuinrakennus Korpela,398477.783466289,6785730.37426558
Asuinrakennus Kaivola,398309.848601357,6785785.3530748
Asuinrakennus Koivula,398339.838737061,6785761.35795894
Aitta,398238.868373657,6786108.21735671
Autotalli,398222.879681567,6786089.23122128
Talli,500384.528457054,7750550.45793618
Sauna,500379.003741376,7750570.03395154
Aitta 1,500360.227953914,7750545.30898424
Aitta 2,500357.201729057,7750539.79010759
Kellari,500325.620145404,7750513.19552084
Halkovaja,500344.214524291,7750527.66257611
Aitta,500379.811834117,7750539.75011573
Käymälä,500381.807328437,7750545.05903511
Virastotalo,500904.692806933,7755686.1925723
Aitta,500877.918550504,7755683.98302204
Talli,500874.875833959,7755659.04809748
Sauna,500863.521306363,7755671.80550074
Sattasen Palkisen kämppä,443153.347323818,7560757.89966089
Nilivaaran kämppä,443171.348001916,7560801.88070868
Suikki Akselin kämppä,443138.356378887,7560790.88294724
Nimismiehen eli valtion kämppä,443140.351873207,7560840.86277399
Koulurakennus,512285.772021122,7448462.32709895
Talousrakennus,512272.586916093,7448493.28079842
Sauna,512313.568762244,7448499.03962622
Kemijoen uittoyhdistyksen talo,443615.601109206,7375818.54353038
Koulurakennus,362738.933723228,6765294.44393992
Päälinna,362644.279676555,6765855.18980172
Eteläinen kehämuurirakennus,362668.275083456,6765824.20610836
Eteläinen kehämuurirakennus,362639.274449067,6765806.20977147
Läntinen kehämuurirakennus,362611.296299371,6765843.19224379
Pohjoinen kehämuurirakennus,362625.289497141,6765882.18430707
Pohjoinen kehämuurirakennus,362610.290306367,6765869.18695264
Itäinen tykkitorni,362700.26071348,6765832.20448032
Vallit ja vallihaudat,362630.286478784,6765915.16759342
Ampumaratarakennus,362419.489715202,6765916.66728816
Majoitusrakennus,362454.36139073,6765891.17247755
Komppaniakasarmi,362455.350892045,6765941.1523043
Päävartio,362440.838206084,6765982.35391784
Komppaniakasarmi,362427.743805342,6766023.55553137
Sairaala,362398.380353804,6766069.09626168
Maakellari,362389.384137678,6766097.09056352
Talousrakennus,362374.731272364,6766126.86450313
Asuinrakennus,362420.363774698,6766209.04777496
Asuinrakennus,362424.363009181,6766271.02515964
Asuinrakennus,362450.362156246,6766275.02434562
Vaja,362448.424382837,6766239.72153141
"Asuinrakennus, Kenraalintalo",362434.365218312,6766153.53907359
Vaja,362441.456644407,6766098.09036002
Puutarhurin asunto (nyk. päiväkoti),535097.751840737,7122842.28611378
Metallityörakennus,535065.024084727,7122743.87614484
Puutyöverstas,535065.601293827,7122766.97144386
Karjanhoitokoulun päärakennus,535457.336618796,7125282.29945614
Päärakennus,424845.099233466,7187232.68963392
Asuinrakennus,427679.665931117,7210807.63102298
"Piharakennus, asuinpääty",427715.403420296,7210783.57591933
Päällystörakennus,433973.067460535,7206791.80843202
Kasarmirakennus,433904.907311585,7206759.015107
Talousrakennus,433901.534761267,7206826.60135002
Alipäällystörakennus,433955.545041406,7206833.90986239
Kellari,433973.628177947,7206770.07285623
Kalusto- ja puuvaja,433858.944975479,7206783.28016792
Varasto,433954.621506845,7206746.82758774
Sairaala,433860.033426926,7206815.49361097
Sellirakennus,433859.942722639,7206763.00429502
Kellari,433910.324831287,7206784.41993593
Koulu,427456.698301354,7212113.06530562
Asuntola,427459.947164007,7212170.31365288
Johtajan asunto,427417.678966146,7212147.31833351
Lääninhallitus,428110.280411942,7211064.43875051
Maanmittauskonttori,428053.268644479,7211101.44121877
Piharakennus,428157.273478584,7211071.09739516
Asuinrakennus,427802.561994505,7210995.57276798
Talousrakennus,427816.720109161,7210982.06551734
Virastorakennus,427821.337781966,7211004.84088148
Asuinrakennus (nyk. piirustussali),427818.055935937,7210943.81330347
Kauppahuone (nyk. plastisen sommittelun laitos),427788.32966725,7210961.90962002
Kauppahuone (nyk. yhdyskuntasuunnittelun laitos),427768.597361849,7210948.18241415
Talousrakennus (nyk. toimistorakennus),427780.397165037,7210934.46520625
Entinen lyseon voimistelusali,427770.493906038,7210877.26684881
Snellmanin kauppahuone,427757.391259451,7210448.70408152
Johtajattaren asuinrakennus (nyk. kansliarakennus),379263.333579499,7176684.44669817
Vanha päärakennus,379217.445455991,7176708.86172856
Vanha harjoituskoulu,379297.273474621,7176771.05906847
Johtajan asunto (nyk. asuinrakennus),379314.936073103,7176726.68810005
Sauna,379225.988150682,7176638.12612659
Poroerotusaita,442491.610073221,7560618.94794411
Poroerotusaita,526949.802208245,7481310.01104817
Kämppä 1,526936.122352558,7480779.75897944
Talli,526888.519093437,7480898.37483552
Seminaarirakennus,369474.535144706,7306486.92578007
Pappila,500343.043614401,7750503.49749485
Tupa,500373.891317912,7750520.77397827
Navetta,500388.26382452,7750559.74604562
